id,Annotated tweet,,classification,,
730,<e> Romney</e> Held Stock In <a>Walmart</a>'s Embattled Mexican Subsidiary http://t.co/bucfsHTA via @buzzfeed,,_TEST_,,
731, Socially liberal or moderate <a>women</a> who vote 4 <e>Romney</e> are going to force us to re-fight the women's rights battles of the 60's & 70's #THINK,,_TEST_,,
732, BUSTED! <e>Romney</e>'s <a>Stake in Chinese Stocks</a> http://t.co/zhdQpEtL via @motherjones,,_TEST_,,
733, @edshow  Mitt <e>Romney </e>would show up as a <a>liberal Latino Woman </a>if he thought it would help him win,,_TEST_,,
734, <e>Romney</e> have 18 <a>grandchildren</a> o_O,,_TEST_,,
735, I'm going to laugh when <e>Romney</e> liquidates <a>America</a> like he did one of his corporations,,_TEST_,,
736, #PamRoachWA <a>Campaigns </a>for <e>Romney </e>in Battleground Colorado http://t.co/WVvlr0KD,,_TEST_,,
737, Rosie Perez mocks Mitt <e>Romney </e>on <a>Latino remarks</a> http://t.co/23qaQZ6f,,_TEST_,,
738," @MittRomney @barackobama<e> Romney</e>, how EXACTLY do you plan to fund $5T in <a>tax cuts</a>?",,_TEST_,,
739," Honestly, what<a> black person</a> wants <e>Romney </e>to win ??",,_TEST_,,
740, Maaad world RT @DRUDGE_REPORT: Actor<a> Jake Gyllenhaal endorses</a> <e>Romney</e>... http://t.co/AAd6QxC6,,_TEST_,,
741," <a>Miners</a> Forced To Attend <e>Romney</e> Rally, Don't Get Paid For The Day: http://t.co/fs78zczT via @youtube",,_TEST_,,
742, ibetmittromney: I bet Mitt <e>Romney</e> says â€œyouâ€™re not a true <a>fan</a> if you donâ€™t buy the <a>music</a>â€. http://t.co/ZS8e5Lp3,,_TEST_,,
743," my mom just called <a>Ramen soup</a> ""<e>Romney</e>""... Now I know who she's voting for! :D",,_TEST_,,
744, #<e>Obama</e> Doesn't Want to Know When <a>Embassies</a> Need More Security http://t.co/PAeYQBqI #tcot #OH #FL #NV #NH #NC #WI #IOWA #CO #VA #<a>Romney</a>Ryan,,_TEST_,,
745, They talking about the real Mitt <e>Romney</e>...shut up...its no such thing...,,_TEST_,,
746," @USRealityCheck I bet she voted for <e>Romney</e>,She wants to be able to go to CVS!",,_TEST_,,
747, @maddow explains #<e>Romney</e>'s budget is like <a>buying a new car</a> & then quitting your job. You have lots of time to drive around but no gas $$,,_TEST_,,
748," <e>Romney</e> would get a big boost in the polls if he would stand before <a>Yankee stadium</a> and declare, ""Mr. Bloomberg, tear down this stadium!""",,_TEST_,,
749, @realDonaldTrump I guess you'll be <a>throwing trump cards</a> to <e>Romney</e>,,_TEST_,,
750, The real Mitt <e>Romney</e>: Remember what he's<a> said before</a> http://t.co/EVXGytCd,,_TEST_,,
751, If Mitt <e>Romney</e> <a>Wins</a> We All Gon Be At <a>ICDC</a> With Lil Romeo & Everest,,_TEST_,,
752, New post: What Is Mitt <e>Romney</e> About? Laughing Joe Biden May Have the Answer http://t.co/L8ZhGxPN,,_TEST_,,
753, <e>Obama</e> and <e>Romney</e> Need To <a>Debate Health Care</a> - Not Health Coverage - Forbes http://t.co/DCRaLwwn,,_TEST_,,
754, What's behind <e>Romney</e>'s <a>rise in polls</a>? http://t.co/HWjknWOB,,_TEST_,,
755, A <a>story</a> about Mitt <e>Romney</e> that hasn't gotten much coverage http://t.co/EbIf09M9,,_TEST_,,
756, Right and I guess <a>ur voting</a> for <e>Romney</e> too!,,_TEST_,,
757," How do u think a guy like #<e>Romney</e> with no job <a>earns $400,000 per week</a>? #Sensata",,_TEST_,,
758, Debate preparation trumps 2012 campaigning Sunday: As Mitt <e>Romney</e>'s <a>campaign</a> claimed new momentum in the race fo... http://t.co/M8aoJoLL,,_TEST_,,
759, @blake_ingles I heard he challenged <e>Romney</e> to a <a>celebrity brockxing</a> match,,_TEST_,,
760," If <e>Romney</e> <a>wins</a>, I'm going to the <a>Air Force</a>.",,_TEST_,,
761, <e>Romney</e> Firm Makes Factory Replace US Flag w/ Chinese Flag While <a>Training Replacement Workers</a> http://t.co/hR3jFTV7 #Sensata #flamingasshole,,_TEST_,,
762," While <e>Romney</e> attacks<a> China trade policy</a>, he profits from it.http://t.co/wQviUeiq",,_TEST_,,
763, <e>Romney</e> Is <a>Attacked</a> by His Father's Longtime Aide http://t.co/3vUZwmd4,,_TEST_,,
764," This is ART. #forward #p2 #pbs RT @MotherJones: Photo: Mitt <e>Romney</e> Breaking Ground at Public <a>Broadcasting</a> Station, 2005 http://t.co/SBKjB6zU",,_TEST_,,
765, <e>Romney </e>Just Call Me N Said <a>Stop Tweetin </a>Bout Him....Lol,,_TEST_,,
766," #SNL Mitt <e>Romney </e>is pro life, and life is anyone <a>making over $250,000 a year</a>",,_TEST_,,
767, I smell Mitt <e>Romney</e> but I don't <a>see</a> him anywhere #scared,,_TEST_,,
768, Death threats against Mitt <e>Romney</e> <a>proliferate</a> http://t.co/s3sl9rAu #tcot #ttff #tlot,,_TEST_,,
769, @NathanFillion I'd <a>vote</a> fr <e>Romney</e> if he'd bring back Firefly.,,_TEST_,,
770, #SteffCutterClaims   <e>Romney</e> <a>killed J.F.K</a>.,,_TEST_,,
771, Mitt <e>Romney</e> was early <a>supporter of Vietnam War </a>yet avoided military service by seeking & receiving 4 draft deferments. http://t.co/43bWSc28,,_TEST_,,
772, #StefCutterClaims  Mitt <e>Romney</e> <a>shot a man</a> in Reno just to watch him die.,,_TEST_,,
773," <e>Romney</e> <a>gains more votes</a> from Hollywood, Blacks, Latinos, women... and porn? http://t.co/SxE5st0t via @examinercom",,_TEST_,,
774, <e>Romney</e> will <a>stand up to Iran</a>! http://t.co/TDGszMm2,,_TEST_,,
775, Why does so much of my family <a>support</a> <e>Romney</e>???,,_TEST_,,
776, Folks saying <e>Romney</e> <a>interrupted</a> all night. I don't know what debate you're talking about because the debate I watchd both interrupted allday,,_TEST_,,
777, I had a dream last night that I ran into Mitt <e>Romney</e> at a gas station and he took me out to <a>dinner</a> and then we watched baseball together.,,_TEST_,,
778," <e>Romney</e> what do you plan on doing about the <a>gas prices</a>? <e>Romney</e>: ""everybody needs to put gas in their car next question""",,_TEST_,,
779, I'm still tripping how Mitt <e>Romney</e> answered the question about <a>women being paid the same amount</a> as menÂ¿ so u ... http://t.co/YWpqDz87,,_TEST_,,
780, How <a>Obama<a> or <e>Romney</e> Should Have Answered the iPad Question http://t.co/ADoaSxtB,,_TEST_,,
781, <e>Romney</e> says he'll create <a>12 million new jobs</a>,,_TEST_,,
782, ICYMI: After <e>Romney</e> <a>meeting</a>,,_TEST_,,
783, Obama renews attack on <e>Romney</e> in Iowa http://t.co/PKFmKQE1,,_TEST_,,
784, Watching this dumb debate... on who's gonna be the next president...first and foremost is Mitt <e>Romney</e> become president,,_TEST_,,
785, Was Mitt <e>Romney</e> Right About Out Of Work <a>College Grads</a>? http://t.co/3aGdybYC via @HuffPostCollege,,_TEST_,,
786, President <e>Obama</e> Lectures <e>Romney</e>: http://t.co/rvKT7Arc via @youtube,,_TEST_,,
787, Someone buy me a <e>Romney</e>/Ryan 2012 <a>campaign</a> shirt. #<e>Romney</e>Ryan,,_TEST_,,
788,How can I vote for a presidential candidate that never ate Ramen <a>noodles</a> for dinner every night while in college <e>#Romney</e> #collegestruggle,,_TEST_,,
789,"Lmao RT @Tachdogg: So, Mitt <e>Romney</e> is <a>Mexican,</a> grew up on Fenkell, and used to be a pastor? Ok.",,_TEST_,,
790,"Obama sounds human, <e>Romney</e> sound <a>political</a>",,_TEST_,,
791,<e>Romney</e> promoting on my tl he must not know I'm part of the <a>47%....</a>,,_TEST_,,
792,<e>Romney</e> has better plans to bring back <a>jobs</a> and work on lowering <a>unemployment.</a> http://t.co/Gr3EZIgo,,_TEST_,,
793,Okay last tweet of the night is going to have to be to thank Governor <e>Romney</e> for his <a>#bindersfullofwomen</a> comment--that was majestic.,,_TEST_,,
794,.@DCdebbie: Fact check: There were no <e>women</e> partners at Bain Capital during <a>Romney's</a> time: http://t.co/Yia7OeZ5 #debate via Boston Globe,,_TEST_,,
795,@l_bau Lol I can see! What do you think about <e>Romney's</e> <a>47%</a> remarks?,,_TEST_,,
796,"Presidential debate memes: Binders of <a>women,</a> a job for Jeremy: Mitt <e>Romney's</e> comment about seeing ""binders full ... http://t.co/eiwjk7Fb",,_TEST_,,
797,"<e>Romney's</e> new tax <a>plan</a> will eliminate 500,000 tax preparation jobs.",,_TEST_,,
798,"REPOST .. ""Obama is <a>addressing</a> the NATION. <e>Romney</e> is addressing <a>OBAMA.""""</a>",,_TEST_,,
799,I think <e>Romney</e> <a>lost</a> his <a>energy</a> during the debate due to a lack of caffeine! #sillymormons,,_TEST_,,
800,Funny. RT @rtraister: Heehee! @RomneyBinders Candy Crowley is absolutely being removed from <e>Romney's</e> <a>Binders</a> tonight #Binders #Debate,,_TEST_,,
801,@chucktodd and <e>Romney</e> <a>said</a> <a>less</a> with <a>more</a> <a>words!</a>,,_TEST_,,
802,"Romney: Mitt <e>Romney</e> says under his <a>plan,</a> high-income taxpayers will pay the same amount they do now despite a lo... http://t.co/HnteFtya",,_TEST_,,
803,"When <e>Romney</e> said he was a <a>pastor</a> it kind of brought back memories of Joslene's ""I'm a woman of Gah,"" statement on LAHHA",,_TEST_,,
804,Let's all agree that <e>Romney's</e> <a>pension</a> is bigger!!,,_TEST_,,
805,@asentimentalist <e>Romney</e> is not against <a>abortion!</a> He just wants to see more restrictions.,,_TEST_,,
806,<e>Romney</e> is <a>down</a> 25pts in his own state of Massachusetts... What does that tell u???,,_TEST_,,
807,Here's <e>Romney's</e> tax <a>plan</a> if you are interested http://t.co/ua4e7Mxw,,_TEST_,,
808,@mikebarnicle I was in a <e>women's</e> chat room tonight. Most were <a>offended</a> by Romney...repeatedly....,,_TEST_,,
809,"All <a>of</a> a sudden all my facebook Romney <e>supporters</e> are <a>""sick</a> of <a>politics""</a> tonight. Hmm, coincidence? #ithinknot #suckstosuck",,_TEST_,,
810,I bet Mitt <e>Romney</e> is a <a>Leno</a> <a>fan.</a>,,_TEST_,,
811,Since <e>Romney</e> is a BISHOP will he turn <a>taxes</a> into tithes? #tenpercent,,_TEST_,,
812,I had binders full of <a>women</a> before Mitt <e>Romney</e>,,_TEST_,,
813,"<e>Romney</e> went full-on <a>Chinese</a> stereotype lmao. Technology theft, counterfeit goods, computer hacking.",,_TEST_,,
814,Mott <e>Romney</e> asking for <a>donations</a> lol,,_TEST_,,
815,"If you are a <e>woman</e> voting for <a>Romney,</a> do some RESEARCH.",,_TEST_,,
816,#C-SPAN 2012  No one has any real idea of <e>Romney's</e> <a>actions</a> if he became President.  I'm not willing to take his word for it.,,_TEST_,,
817,"<e>Romney:</e> ""Want to know how I'll fix the <a>economy?</a> Elect me and then I'll tell you.""",,_TEST_,,
818,"<e>Romney,</e> How can you talk about 'level the playing field' while taking away <a>education</a> funding in the USA?  #ComeOnSon!?!",,_TEST_,,
819,"Just read that in the state that Mitt <e>Romney</e> was governor of, he's <a>loosing</a> by <a>25</a> points. Interesting factoid there. Yes, I said factoid.",,_TEST_,,
820,@yuda i'm just curious as hell if Americans will get annoyed at the end of the next debate if <e>Romney</e> is still <a>plan-less.</a>,,_TEST_,,
821,LOL everyones talking <a>shit</a> about <e>Romney.</e>,,_TEST_,,
822,Obama knew Romney's positions better than Romney. <e>Romney</e> <a>couldn't</a> <a>remember</a> what he was for or against. #debate #Heforgothisbeliefs,,_TEST_,,
823,<e>Romney</e> has to <a>promote</a> himself. Obama trends without anything. #Obama2012 http://t.co/lsJBSiEb,,_TEST_,,
824,I don't need to know that you know how to create jobs Governor <e>Romney;</e> I need to know HOW you're going to create <a>jobs.</a>,,_TEST_,,
825,Obviously if <e>Romney</e> wins all y'all gonna be <a>slaves....</a> #STFU,,_TEST_,,
826,"obama: ""we need to hire more women in the workplace"" <e>Romney:</e> ""..i hired a <a>woman</a> once"" #debate #givemeabreak",,_TEST_,,
827,<e>Romney</e> and Obama <a>spar</a> over their women-friendly policies http://t.co/7tz8DKpm,,_TEST_,,
828,President Clinton Explains Mitt <e>Romney's</e> $5 Trillion <a>Tax</a> Cut: http://t.co/MK3EWkeh via @barackobama,,_TEST_,,
829,"When <e>Romney</e> said he was a different person than <a>Bush,</a> Obama should have quipped ""you're right Gov. Bush beat McCain, you didn't"" #dropthemic",,_TEST_,,
830,"He is not the <a>Governor</a> anymore, stop saying it. He is Former Governor Mitt <e>Romney.</e>",,_TEST_,,
831,Watch Obama and <e>Romney</e> Spar Over Apple's <a>Chinese</a> Labor http://t.co/EU2FJiQN,,_TEST_,,
832,"Once Obama took full responsibilty on <a>Libya,</a> <e>Romney</e> should have stopped.  He didn't and made the biggest blunder of #debate2012 #debate",,_TEST_,,
833,I can't think of anything good <e>Obama</e> has <a>done</a> for country. #RomneyRyan12,,_TEST_,,
834,Mitt <e>Romney</e> is such a <a>skeever</a>,,_TEST_,,
835,"Tonight's gold star: RT @Marty_Chan: To be fair, <e>Romney's</e> <a>#Bindersfullofwomen</a> is only 53% full.",,_TEST_,,
836,<e>Romney's</e> not the only one with a binder filled with <a>women</a>,,_TEST_,,
837,STOP THE PRESS: <e>Romney</e> <a>looks</a> like a Lego man.,,_TEST_,,
838,It would be funny if <e>Romney</e> wins and gives a s/o to the haters and sends all the <a>immigrants</a> back home!,,_TEST_,,
839,Double win for Detroit: They are one game away from World Series and <e>Romney</e> gets exposed nationally for wanting auto industry to <a>fail</a>,,_TEST_,,
840,Ten things you should know about <e>Romney's</e> extreme stance on <a>women's</a> rights http://t.co/ilP4tXz1,,_TEST_,,
841,Why don't we all <e>vote</e> <a>independent?</a> Screw Obama and Romney! #PDSLive,,_TEST_,,
842,<e>Romney:</e> I won't reduce <a>taxes</a> for wealthy (via @cnn) http://t.co/wCyEi918,,_TEST_,,
843,RealClearPolitics Video - Luntz Focus Group Of Mostly Former Obama <e>Voters</e> <a>Switch</a> To Romney http://t.co/B4nr0k0o,,_TEST_,,
844,"Good Night. I'm a happy liberal girl because <e>Obama</e> had <a>stand</a> up to that Romney, tonight.",,_TEST_,,
845,http://t.co/9zHusDb3 Obama and <e>Romney</e> Turn Up the <a>Temperature</a> at Their Second Debate: In a c... http://t.co/XS0Xxv86 http://t.co/b4yf2Lkc,,_TEST_,,
846,"Obama and <e>Romney</e> Turn Up the <a>Temperature</a> at Their Second Debate: In a charged and clenched debate, President Oba... http://t.co/XU0qf9oB",,_TEST_,,
847,"OOC: If Romney wins the election, <e>I</e> will probably <a>cry.</a>",,_TEST_,,
848,<e>Romney</e> plans to use his personal savings to balance the <a>budget.</a>,,_TEST_,,
849,@iamJanaeDaneice  That's like saying Harry <e>Reid's</e> going to <a>vote</a> for Romney.,,_TEST_,,
850,Everyone seems to be putting the <e>blame</e> on <a>Romney.</a> Poor guy. Lolwutjk I don't even know what's going on tbh.,,_TEST_,,
851,I really don't understand how any <e>woman</e> can go for <a>Romney.</a> #dontgetit,,_TEST_,,
852,"Sharp <a>exchanges</a> between Obama, <e>Romney</e> at second debate http://t.co/yDyhMYxA  via @nbcpolitics",,_TEST_,,
853,@chrisrockoz: The main takeaway tonight is that Mitt <e>Romney</e> doesn't <a>listen</a> when a woman says stop. #debate #debates,,_TEST_,,
854,Everybody saying if <e>Romney</e> <a>wins</a> <e>i'm</e> <a>leaving</a> the U.S..... Yea alright....,,_TEST_,,
855,'Binders Full Of <a>Women':</a> Mitt <e>Romney's</e> Comment Goes Viral (VIDEO) - Huffington Post http://t.co/VA3ddMpe,,_TEST_,,
856,"<e>Romney's</e> answer to equal pay for <a>women:</a>  ""binders full of women.""  I wonder what his policy for increased workplace diversity?",,_TEST_,,
857,"1.2 billion <a>deficit</a> for Massachusetts under <e>Romney.</e>  How's is that ""balancing the budget""??#Sensata #47Percent #O-LIMP-ICS #BAINSANITY",,_TEST_,,
858,<e>I</e> demand #Romney produce his <a>#bindersfullofwomen</a> along with his <a>tax</a> returns #hardball #Edshow #thedebate,,_TEST_,,
859,"More assertive <e>Obama</e> trades <a>barbs</a> with Romney, targets wealth issues | The Ticket - Yahoo! News http://t.co/ynhkt5o7 via @YahooNews",,_TEST_,,
860,<e>Romney</e> <a>said</a> that he would make the U.S. more attractive to entrepreneurs and businesses in order to resolve the problem of outsourcing.,,_TEST_,,
861, <e>Romney</e>'s Favorite Line About China Just Became Obsolete http://t.co/XPML9mRl via @bi_contributors,,_TEST_,,
862, This election offers a clear choice: a semi-moderate,,_TEST_,,
863, <e>Romney</e>'s possible routes to victory in the battleground states | Harry J Enten - http://t.co/hAebpyok,,_TEST_,,
864, Analysis: <e>Romney</e> wants a repeat,,_TEST_,,
865, <e>Mitt Romney</e> later <a>apologized</a> to <e>Stacey Dash</e> on twitter,,_TEST_,,
866, <e>Mitt Romney</e> will be at TCC tomorrow at 1:15.,,_TEST_,,
867, Get the details for <e>Romney<e>'s <a>Tax Plan</a> http://t.co/Rko4iumx Also see the JavaScript: http://t.co/QJAKfDdP /via @nklopfen,,_TEST_,,
868, The <e>Romney</e> <a>Tax Plan</a> by Brian Wesbury,,_TEST_,,
869, On the Agenda: <e>Mitt Romney</e> wants to increase <a>military spending</a> by $2 trillion over 10 years.,,_TEST_,,
870, Ideally #<e>Romney</e> will have chance to say,,_TEST_,,
871, 5 Things <e>Mitt Romney</e> Needs to Do in Tonight's Presidential <a>Debate</a> - U.S. News & World Report (blog) http://t.co/sB2djzwJ,,_TEST_,,
872, Check out <e>Romney</e>'s <a>tax plan</a>: http://t.co/QKnmeyus (via @jasonsantamaria),,_TEST_,,
873,I have a easy way to end voter intimidation,,_TEST_,,
874, <e>Mitt Romney</e> releases his <a>tax plan</a>: http://t.co/U4nCLSY3,,_TEST_,,
875, <e>Romney</e>'s <a>Tax Plan</a>! http://t.co/B7XN39VK,,_TEST_,,
876, <e>Romney</e>'s actual jobs plan: http://t.co/jefP5xxO,,_TEST_,,
877, #Breaking: <e>Romney</e> arrives at Hofstra University in New York for <a>debate walk through</a> - @ZekeJMiller http://t.co/zaxdIJKB,,_TEST_,,
878, I'm not really worried about this <a>debate</a> as much. If <e>Romney</e> does the same thing,,_TEST_,,
879, When you see <e>Romney</e> in the town hall <a>debate</a> tonight,,_TEST_,,
880, #<e>Romney</e> <a>Tax Plan</a> - http://t.co/EJd6mogR,,_TEST_,,
881, <e>Mitt Romney</e>. http://t.co/2RY1DHex,,_TEST_,,
882, How <e>Mitt Romney</e> can <a>win</a> without Ohio - Yahoo! News http://t.co/j2Xq9GIQ via @YahooNews,,_TEST_,,
883,"EXCLUSIVE! From @pboink""""  <e>Mitt Romney</e>responds to the flap over his """"binders full of women"""" comment. http://t.co/L8pHCcyb""",,_TEST_,,
884,"<e>Mitt Romney</e>victime d‚ Google Bombing... http://t.co/XuFBU35V""""""",,_TEST_,,
885,"<e>Romney</e>ad says Medicare"""" Social Security ‚at risk‚ under Obama: Using a clip of Mitt Romney‚ remarks during Tue... http://t.co/oGI1zWFx""",,_TEST_,,
886,"‚@HuffingtonPost: <e>Romney</e>adviser on Ledbetter Act: """"""""He was opposed to it at the time. He would not repeal it""""""""""""""",,_TEST_,,
887,"I'm not ashamed to admit that I'm attracted to Ann <e>Romney</e>and Paul Ryan #lovehasnolimits""""""",,_TEST_,,
888,"I'm tired of watching debates. Sit down"" Mr. President and Gov'na <e>Romney</e>.",,_TEST_,,
889,"<e>Mitt Romney</e>'s Condescending Views Toward Women - http://t.co/J9THF2Ti""""""",,_TEST_,,
