id,Annotated tweet,,classification,,,,,,,
613, @realDonaldTrump @Mitt<e>romney</e> Do you still think that <e>obama</e> will act out and strike<a> Iran</a> if it looks like he'll get voted out?,,_TEST_,,,,,,,
614, AP PHOTOS: #<e>obama</e> makes <a>phone calls to volunteers</a> at campaign office in Williamsburg Va. http://t.co/WFxnqFi4 #Election2012,,_TEST_,,,,,,,
615,@clattertraddles After I get my new <e>OBAMA</e>-BIDEN 2012 <a>crewneck sweatshirt</a> in the mail,,_TEST_,,,,,,,
616,@cleo54123 @YouTube i was wondering about <e>obama</e>'s real <a>origin</a>! just a joke lib's! get a sense of humor,,_TEST_,,,,,,,
617,RT: @ChaanBritzman: RT @malstrick: Mr.reed- so now what did <e>Obama</e> do before he became president? Jer- well his wife.. Mr.reed- speechles ...,,_TEST_,,,,,,,
618,The only candidate proposing <a>tax increases</a> in this campaign is <e>Barack Obama</e>. http://t.co/CAcM9f35 #CantAfford4More #tcot,,_TEST_,,,,,,,
619,"@JeanKazez By ""we"" I assume you mean, ""people who <a>won't be killed, falsely imprisoned</a> or tortured as a <a>direct result</a> of <e>Obama</e>'s actions""?",,_TEST_,,,,,,,
620,WATCH: Jay-Z &amp; <e>Obama</e> appear in new campaign <a>ad</a> http://t.co/g2psmnRC,,_TEST_,,,,,,,
621,@adept2u @charmed86 @thetoast2012 @lovelyladypa @liberalphenom His <a>radio show got cancelled</a> so he says <e>Obama</e> has it easy compared to him,,_TEST_,,,,,,,
622,Who Wants Geithner's Job? <e>Obama</e>'s Short List for Treasury | Fox Business http://t.co/zjPigaKr via @foxbusiness,,_TEST_,,,,,,,
623,"Robert Gibbs: <e>Obama</e> To Have 'Exceptionally <a>Strong Debate</a> Performance': At the end of the below clip, NBC's Chuck... http://t.co/Kigse9DJ",,_TEST_,,,,,,,
624,RT IF YOU DON'T WANT TO BE BROKE AND HOMELESS. #<e>Obama2012</e> President Clinton Explains Mitt Romney's $5 Trillion <a>Tax Cut</a>: http://t.co/rEuoeZKj,,_TEST_,,,,,,,
625,@SteveRattner No need 4 me 2 lie about it. I like it much better when u r <a>standing up 4 the president</a> &amp; not kissing lying <e>Romney</e>'s ass!,,_TEST_,,,,,,,
626,RT and make sure you watch!! 2016: <e>Obama</e>'s America | Official Movie Site: http://t.co/VnOAMmiD #2016 #tcot #lnyhbt #<e>Romney</e>ryan2012 #n<e>Obama</e>,,_TEST_,,,,,,,
627,RT and make sure you watch!! 2016: <e>Obama</e>'s America | Official Movie Site: http://t.co/VnOAMmiD #2016 #tcot #lnyhbt #romneyryan2012 #nobama,,_TEST_,,,,,,,
628,@MandyConnell I would like to see <e>Obama</e> asked about the <a>executive privlidge stunt</a> with fast and furious,,_TEST_,,,,,,,
629,@aliLACEUPbrock my <a>classes</a> weren't cancelled when <e>Obama</e> was here!,,_TEST_,,,,,,,
630,"What <e>Obama</e> Should Say 2012, Part 2 (Rude Version): http://t.co/wpNePPU6",,_TEST_,,,,,,,
631,@jennafnc @JohnScottFNC &gt;&gt; @<e>HRClinton</e> - DOESN'T GET <e>OBAMA</e> OFF THE HOOK  - http://t.co/mcUjXddU,,_TEST_,,,,,,,
632,".@mboyle1 reports that despite <e>Obama</e>â€™s 2008 claims, <a>political relationship with Rev</a>. Wright began as early as 1987 http://t.co/poGjoWIf",,_TEST_,,,,,,,
633,"@powerlineUS: If <e>Obama</e> <a>bombs</a> again tonight, watch out: the media will turn on him. http://t.co/grDDUG7N DREAMER",,_TEST_,,,,,,,
634,@TerryMoran you're mistaking the name of a strategy for a description of <a>Ohio voters</a>. <e>Obama</e> targeted Ohio over every state.,,_TEST_,,,,,,,
635,"@AlexJamesFitz new #<a>Facebook #app illustrates</a> #<e>Obama</e> first-term accomplishments, personalizes them &amp; makes shareable http://t.co/VivBRgrO",,_TEST_,,,,,,,
636,<e>Obama</e> will <a>vote early</a> and be the first presidential candidate to not vote in person on Election Day... http://t.co/2bvO7wVP,,_TEST_,,,,,,,
637,@Carl_BeDoin_Him how <e>Obama</e>?,,_TEST_,,,,,,,
638,@nbl14 @malikakissxkhan @omar_quraishi Will the revelation of <e>Obama</e>â€™s Anti-Christ Goddess religion sink his campaign? http://t.co/nIUF74Qa,,_TEST_,,,,,,,
639,"Rush: <e>Obama</e> Blames <e>Hillary</e> for Libya, Kerry for the Debate -- and Bush for Everything Else http://t.co/pq7W2Cz0 #tcot",,_TEST_,,,,,,,
640,<e>Obama</e> won't make eye contact.   #DebatePredictions,,_TEST_,,,,,,,
641,"With <e>Obama</e> <a>""Dog Day Afternoon""</a> takes on new meaning #HeEatsDogs.",,_TEST_,,,,,,,
642,whoever runs the <a>paradoy</a> <e>Obama</e> account *really* likes football,,_TEST_,,,,,,,
643,<e>Obama</e> said that the <a>jump made by Felix</a> is trying to tell the world that America isstill within the the developed countries failed attempt,,_TEST_,,,,,,,
644,@GlobalFundWomen Will the revelation of <e>Obama</e>â€™s <a>Anti-Christ</a> Goddess religion sink his campaign? http://t.co/nIUF74Qa,,_TEST_,,,,,,,
645,@BarackObama <e>Obama</e> announces his top <a>economic team </a>http://t.co/NUdKHydd,,_TEST_,,,,,,,
646,"@NolteNC If <e>Obama</e> says that tonight, I hope the <a>Secret Service</a> rushes the stage, tackles and handcuffs him. #Caring",,_TEST_,,,,,,,
647,@jennafnc @JohnScottFNC -- FLASHBACK 2009): <e>OBAMA</e> PROMISES TO CLOSE GITMO â€“ Today: $40 ... http://t.co/7SsjM9XP,,_TEST_,,,,,,,
648,@AOGpi <e>Obama</e> took them away,,_TEST_,,,,,,,
649,Tea Party Group Launches Racist â€˜<e>Obama</e> Phoneâ€™ Ad http://t.co/56P4WYFu via @thinkprogress,,_TEST_,,,,,,,
650,@jeanetteiurato please wake up and realize whats really going on. Like Mitch  Micconnell said his only goal is to make Obama a one term pres,,_TEST_,,,,,,,
651,"<e>Obama</E> camp will have 22 surrogates/strategists in spin rm post <a>debate<a>.Not to be outdone,<e>Romney</e> camp has 37.Will there be room for reporters?",,_TEST_,,,,,,,
652,@16thBarTactics: <e>Obama</e> can suck my meat.,,_TEST_,,,,,,,
653,Why African Americans are sticking with <e>Obama</e> - The Plum Line - The Washington Post: http://t.co/RagSDQOR via @AddThis,,_TEST_,,,,,,,
654,Wonder how <a>bad</a> <e>Obama</e> will be tonight? #debate #tcot,,_TEST_,,,,,,,
655,@PatriotForRomne @Brendy438 @TodTimes @luchadora41 @blondygirl1 @AnaHerradon Wouldn't it be cool if <e>Romney</e> asked to see it tonight:),,_TEST_,,,,,,,
656,@360nobs: President <e>Obama</e> Tells Mariah Carey And Nicki Minaj To End Their Beef http://t.co/BgMRfrTZ,,_TEST_,,,,,,,
657,How is the <e>Obama</e><a> White House</a> going to fit the entire <a>State Department and the intelligence community</a> under the bus? http://t.co/ygvK2fDs,,_TEST_,,,,,,,
658,Whoever made that<e> <e>Obama</e></e>/Bus Driver pic #TypedLikeTyrese n shat..... #Youre,,_TEST_,,,,,,,
659,"@JJCarafano @foxandfriends   The sole purpose of <e>HC</e>'s statement was to <a>take the heat off</a> <e>Obama</e> before the debate, not to explain to the ppl.",,_TEST_,,,,,,,
660,@nilanjanaroy @kamilashamsie Will the revelation of <e>Obama</e>â€™s Anti-Christ Goddess religion sink his campaign? http://t.co/nIUF74Qa,,_TEST_,,,,,,,
661,"RT@KatMcKinley: Honey Boo Boo has endorsed <e>Obama</e>, but since Lindsey Lohan endorsed Mitt, I call it a wash...;-)â€",,_TEST_,,,,,,,
662,Senators: Was <e>Obama</e> really unaware of escalating <a>violence</a> in Benghazi? Read at http://t.co/b7KaAGGp #teaparty #lnyhbt #tpp,,_TEST_,,,,,,,
663,RT | <e>Obama</e> strolls<a> off from media</a> at Kingsmill; <a>blows off questions</a> on #Benghazi http://t.co/KkiRk1mJ #tcot,,_TEST_,,,,,,,
664,"Suggested Line of <a>Question for Debate</a>: President <e>Obama</e>, why would you allow your Secretary of State to take the responsibility for you?",,_TEST_,,,,,,,
665,<e>Obama</e> family raising money for <a><sharia in Kenya</a> http://t.co/X9HEOETs via @wordpressdotcom,,_TEST_,,,,,,,
666,<e>Obama</e>'s <a>plan</a. to win tonight's #debate: http://t.co/UVCWizvI,,_TEST_,,,,,,,
667,How soon we forget the day <e>Obama</e> <a>took office</a>  http://t.co/pklDd7dw,,_TEST_,,,,,,,
668,President <e>Obama</e> Talks <a>American Idol Feud</a> http://t.co/u2PVRCkk,,_TEST_,,,,,,,
669,Hillary Clinton To <e>Obama</e> In 2008: â€œThe Buck Stops In The <a>Oval Office</a>â€ http://t.co/RVbDaUhm via @buzzfeed,,_TEST_,,,,,,,
670,"<e>Obama</e><a> campaign</a> again buys a huge paid ad on the WaPo website, featuring OFA Twitters. http://t.co/qd4Nrxu4",,_TEST_,,,,,,,
671,@NiallOfficial if you insist #asknialler  Why wont you follow me? Is it because im not <e>Obama</e>,,_TEST_,,,,,,,
672,I can't believe Candy Crowley confirmed a portion of <e>Obama</e>'s lie on the murder of our <a>diplomat</a>. She should be banned from any debates,,_TEST_,,,,,,,
673,@FrankLuntz focus group agrees with my assessment: <e>Obama</e> UNDERWHELMED tonight!!!#townhalldebate,,_TEST_,,,,,,,
674,"@A_BerryGinger Yeah probably, but to solely place that blame on <e>Obama</e> isnt right. Plus, what makes you think <e>Romney</e> will have it together?",,_TEST_,,,,,,,
675,@edshow Romeny says he ran this and ran that. <e>Obama</e> has served as a senator and he has served as POTUS. We need a POTUS who serves not runs,,_TEST_,,,,,,,
676,"@davidwebbshow @Barack<e>Obama</e> @Mitt<e>Romney</e> @TheDemocrats @GOP Crowley let him take a shot like that without allowing a <e>Romney</e> responce ""homer""",,_TEST_,,,,,,,
677,"Plz Flw @RedneckRag: <e>Obama</e> Ends Radio Liberty Broadcasts in <a>Russia</a> -  Radio Liberty, a... http://t.co/uiYKaG5b",,_TEST_,,,,,,,
678,@sedaye_<a>iran</a> honestly I think <e>Obama</e> wouldâ€™ve brought it up anyway. Better to address it before he did.,,_TEST_,,,,,,,
679,I mess with <e>Romney</e>...he bringing all us African Americans to vote for <e>Obama</e> #enough said,,_TEST_,,,,,,,
680,@elenerr but it had nothing to do with <e>Obama</e>. <a>EXIM bank</a> is a price company. Giving a LOAN to Brazilian petroleum company to buy (c),,_TEST_,,,,,,,
681,"Now that I've had a <a>debate</a> with my mom, I actually believe that we were never in debt this bad until <e>Obama</e> became president",,_TEST_,,,,,,,
682,<e>Obama</e> lost the <a>debate</a>. He also was <a>abusing</a> his power of president by going over the time allowed by over 3 minutes more then the governor.,,_TEST_,,,,,,,
683,<e>Obama</e> BinLyin,,_TEST_,,,,,,,
684,@Amandamb719 I followed at one time 4+ people since followed me - they were against <e>Obama</e>- i have unfollowed them,,_TEST_,,,,,,,
685,Please <e>Obama</e> finish <e>Romney</e> off next Monday! #FACTS #OneMoreTime,,_TEST_,,,,,,,
686,+9000 RT @eferron: <e>Obama</e> please do not invoke <a>Big Bird</a> it causes you to lose creditability. #debates Stick to what matters.,,_TEST_,,,,,,,
687,@Barahona73 I'm not <a>voting</a> <e>Obama</e>. *Facepalm sigh*,,_TEST_,,,,,,,
688,They both have good ideas and both have flaws in their plans. But I support <e>Obama</e> more than I do <e>Romney</e>.,,_TEST_,,,,,,,
689,@katieeecattt <e>Romney</e> one the first<a> debate</a>.. And now <e>Obama</e> one this one.,,_TEST_,,,,,,,
690,@BernardGoldberg nice try bernie. Cant spin this one! <e>Obama</e> clearly won.,,_TEST_,,,,,,,
691,voting for <e>Obama</e> <3 you got dis <e>Obama</e> #ScrewYouMitt<e>Romney</e>,,_TEST_,,,,,,,
692,Naw But AL was gon be <e>Obama</e> and i was gon be Morris Chestnut for Halloween? Thats cool y'all? lmao,,_TEST_,,,,,,,
693,@seanhannity #lnyhbt why wont more GOPrs call out <e>Obama</e> for taking credit for ending the <a>Iraq</a> war when Bush actually did it?,,_TEST_,,,,,,,
694,<e>Obama</e> Unironically Bashes <e>Romney</e> for <a>Investing</a> in Surveillance Company That Helps Government Spy on Citizens http://t.co/ybimKmB4,,_TEST_,,,,,,,
695,"<e>Obama</e> makes hastag, we take over -> http://t.co/mnhzU7fs <- RT! @ActOfValorPoem @actofvalorfilm @JuliannDahms @AronMokri @OCAmericans",,_TEST_,,,,,,,
696,"@GottaLaff Rmoney says he his <a>tax</a> AND <a>jobs</a> plans add up http://t.co/DIR8zVo4 more binders, Alitos, and RNC platforms help women, <e>Obama</e> lies?",,_TEST_,,,,,,,
697,@SteveTheScumbag: Calls you racist; for not supporting <e>Obama</e>. hmmm sounds familiar,,_TEST_,,,,,,,
698,@Saint_<e>Obama</e> I think it's going to be a <e>Romney</e> landslide.,,_TEST_,,,,,,,
699,How #<e>Obama</e> or #<e>Romney</e> Should Have Answered the #iPad Question http://t.co/i3w7Q87U #Debate,,_TEST_,,,,,,,
700,<e>Obama</e> is the clear choice for president,,_TEST_,,,,,,,
701,"<e>Obama</e> Should End This Debate By Telling <e>Romney</e> That, ""I Don't See How You Can Hate Outside The White House, When You Can't Even Get In",,_TEST_,,,,,,,
702,Jay Z and Beyonce had a 4 million dollar dinner with president <e>Obama</e>...wtf they eat? Fresh dinosaur?,,_TEST_,,,,,,,
703,"President <e>Obama</e> knows that when <a>women</a> make less than men for the same work, it threatens the <a>economic security</a> of entire families.",,_TEST_,,,,,,,
704," OK Harry we know state <a>polls </a>lag, which means <e>Obama</e> should be gaining in them soon, but why do they?",,_TEST_,,,,,,,
705," (IBD)Gas Prices Doubled   on his watch, yet <e>Obama</e> Locks Up National Petroleum Reserve. http://t.co/qflsclJa",,_TEST_,,,,,,,
706,@DLoesch Damn I thought you were talking about the electoral landslide that buries King <e>Obama</e>,,_TEST_,,,,,,,
707,#<e>Obama</e> = First President that made teens watch the debate,,_TEST_,,,,,,,
708,I just made a <a>donation</a> today to support President <e>Obama</e>. How about you? http://t.co/w0GBS7Ls,,_TEST_,,,,,,,
709,@AndreaTantaros Did you ever notice that behind <e>Romney</e> are all kinds of people and behind <e>Obama</e> are kids just out of diapers #tcot,,_TEST_,,,,,,,
710,"Rosa Parks sat, so Martin Luther King Jr. could walk, so Barack <e>Obama</e> could run, so we can all fly... R-T to SHOW LOVE to our BLACK LEADERS.",,_TEST_,,,,,,,
711,@TexDolly <e>Obama</e> clearly <a>won</a>,,_TEST_,,,,,,,
712, Hillary shields <e>Obama</e>: My bad on <a>Benghazi</a> â€“ Glenn Beck http://t.co/cWdtOoIh via @glennbeck,,_TEST_,,,,,,,
713, It was very off-putting when #Mitt<e>Romney</e> would <a>bully</a> #CandyCrowley. She should have been more assertive with him. #debate #<e>Obama</e> #CNN,,_TEST_,,,,,,,
714," Debate coach: <e>Obama</e> <a>stellar</a> this time: President <e>Obama</e>'s Ambien finally wore off, and thus he began the second p... http://t.co/no71K8sI",,_TEST_,,,,,,,
715," Mitt tried to go bus driver on the President but didn't work. <e>Obama</e> let him dig his hole, then piled on his dirt! RIP @MlTTR0MNEY 2012 :)",,_TEST_,,,,,,,
716, Obama struggles in Iowa despite its good economy http://t.co/KlRR165T,,_TEST_,,,,,,,
717,All us 47% of people who <e>Romney</e> don't care about can get 15% off all <e>Obama</e> gear at www.<e>obama</e>4more.spreadshir http://t.co/Yn6216PM,,_TEST_,,,,,,,
718,<e>Obama</e>'s new campaign challenge: Libya - USA TODAY: The Guardian<e>Obama</e>'s new campaign challenge: LibyaUSA TODAY201... http://t.co/REPf2QV3,,_TEST_,,,,,,,
719,Ann Coulter Slams Actresses in New Pro-<e>Obama</e> Campaign Ad http://t.co/XkgQM9eH,,_TEST_,,,,,,,
720,"As the presidential campaign focuses increasingly on President <e>Obama</e>'s performance as commander in chief, a new... http://t.co/uG8aTx3q",,_TEST_,,,,,,,
721,Goldman Turns Tables on <e>Obama</e> Campaign - http://t.co/5LjzAfzq http://t.co/5sD9Bx7O via @WSJ,,_TEST_,,,,,,,
722,"@BarackObama The <e>Obama</e> <a>whitehouse</a> is <a>infested</a> with <a>liars</a> and crooks and white folks, see @ http://t.co/2ZN5iGWf <e>Obama</e> is Joe Paterno!",,_TEST_,,,,,,,
723,@PhillipLaird @realDonaldTrump As long as <e>Romney</e> DOES NOT allow the moderator OR <e>Obama</e> take control & squelch him; he'll do just fine. #Mitt,,_TEST_,,,,,,,
724,Looking forward to <e>Obama</e>'s <a>lies</a> tonight.,,_TEST_,,,,,,,
725,"Without Asking Congress, <e>Obama</e> Puts U.S. Troops on Syria Borderhttp://t.co/s33h7Cec",,_TEST_,,,,,,,
726,<e>Obama</e> <a>Stimulus</a> A Boon For <a>Fraud</a> And <a>Waste</a>:  http://t.co/O7dX3jX3,,_TEST_,,,,,,,
727,Jay Z for Barack <e>Obama</e> http://t.co/ieknoLgr #<e>Obama</e>2012,,_TEST_,,,,,,,
728,Texas 4-2 and ranked 15th and Rutgers is 6-0 and ranked 20th? I <a>blame</a> <e>Obama</e>. Put that in your pipe and try to sit thru a @iamcolinquinn set.,,_TEST_,,,,,,,
729,<e>Obama</e> team hits back hard at <e>Romney</e> over Libya - AFP http://t.co/4UIZGirC,,_TEST_,,,,,,,
730,"""@You_StillTalkin: So this girl in one of my classes was tryin to fight people cause they voting for <e>Obama</e> smh"" who",,_TEST_,,,,,,,
731,Dear Dems: Can We NOT Throw <e>Obama</e> Under The Bus This Time? http://t.co/9mEDDKcs via @AddInfoOrg,,_TEST_,,,,,,,
732,21 minutes and counting till <e>Obama</e> <a>cries like a baby</a>,,_TEST_,,,,,,,
733,<e>Obama</e>'s <a>Fault</a> >> @AlisonKosik Stocks move even higher on better than expected U.S. manufacturing report. Dow up +100pts   ....PLEASE RT,,_TEST_,,,,,,,
734,@DianaOrtiz_ yeah! :D lol I finally found someone who understands :') Lmfao.  #<e>Obama</e>,,_TEST_,,,,,,,
735,@angleofattack @NittLion78 Agreed.  I want to see <e>Obama</e> call <e>Romney</e> out for the bullshit.  Pop that bubble the GOP lives in.,,_TEST_,,,,,,,
736,#BestGlobalNewsApp <e>Obama</e> and <e>Romney</e> square up for 2nd TV debate http://t.co/O37bB2Y5,,_TEST_,,,,,,,
737,@dom4good Watching debate in London! <e>Obama</e> needs a much better show tonight.,,_TEST_,,,,,,,
738,@<e>MittRomney</e> do you attend your security briefings? And were you told Benghazi attacks were terror before President <e>Obama</e> told us? #tcot,,_TEST_,,,,,,,
739,"Can you IMAGINE if Hillary was Rumsfeld & <e>Obama</e> was Bush? MSM would be going crazy with multiple front-page stories, TV on Libya. #tcot #p2",,_TEST_,,,,,,,
740,If <e>Obama</e> <a>doesn't share</a> <a>some responsibility</a> for #Benghazi then what the hell is he responsible for!? What's he good for!?,,_TEST_,,,,,,,
741,"<e>Obama</e>, MLK, Katrina, Frank Robinson and the End of White Guilt http://t.co/ywODDJwI",,_TEST_,,,,,,,
742,Another misleading headline. #ToneMatters RT @politico: Michelle <e>Obama</e> tells voters to reach out to 'knuckleheads' http://t.co/kEE0hH8o,,_TEST_,,,,,,,
